Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
942,"Friends recall him as disciplined and focused, neither drinking nor gambling during a trip to Las Vegas.",ZuCo1,task3,CONTROL,"Friends recall him as disciplined and focused, neither drinking nor gambling during a trip to Las Vegas.",neutral,900,focused,vegas,disciplined,Biographies and Factual Knowledge
943,"Graham Stuart, (born October 24, 1970) is a former English football (soccer) player who plays as a central-midfielder.",ZuCo1,task3,NATIONALITY,"Graham Stuart, (born October 24, 1970) is a former English football (soccer) player who plays as a central-midfielder.",neutral,901,stuart,graham,midfielder,Biographies and Factual Knowledge
944,"George Timothy Clooney (born May 6, 1961 in Lexington, Kentucky) is an American film and television actor, known for his former role in the long-running television drama ER (1994-99).",ZuCo1,task3,NATIONALITY,"George Timothy Clooney (born May 6, 1961 in Lexington, Kentucky) is an American film and television actor, known for his former role in the long-running television drama ER (1994-99).",neutral,902,clooney,george,actor,Biographies and Factual Knowledge
945,"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.",ZuCo1,task3,NATIONALITY,"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.",positive,903,irish,democratic,american,Biographies and Factual Knowledge
946,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.",ZuCo1,task3,NATIONALITY,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.",neutral,904,kennedy,lawford,citizen,Biographies and Factual Knowledge
947,He and his wife belonged to the Epiphany Catholic Church in Miami for many years.,ZuCo1,task3,CONTROL,He and his wife belonged to the Epiphany Catholic Church in Miami for many years.,neutral,905,catholic,miami,church,Biographies and Factual Knowledge
948,Stella Dorothea Gibbons (5 January 1902 - 19 December 1989) was an English novelist and poet.,ZuCo1,task3,NATIONALITY,Stella Dorothea Gibbons (5 January 1902 - 19 December 1989) was an English novelist and poet.,neutral,648,stella,gibbons,dorothea,Biographies and Factual Knowledge
949,"Didier Julia (born February 18, 1934) is a French politician.",ZuCo1,task3,NATIONALITY,"Didier Julia (born February 18, 1934) is a French politician.",neutral,906,didier,julia,politician,Biographies and Factual Knowledge
950,"John Davison Rockefeller (July 8, 1839 - May 23, 1937) was an American capitalist most known for his role in the early petroleum industry and the founding of Standard Oil (ExxonMobil is the largest of its descendants).",ZuCo1,task3,NATIONALITY,"John Davison Rockefeller (July 8, 1839 - May 23, 1937) was an American capitalist most known for his role in the early petroleum industry and the founding of Standard Oil (ExxonMobil is the largest of its descendants).",neutral,821,rockefeller,exxonmobil,john,Biographies and Factual Knowledge
951,"William Seward Burroughs (February 5, 1914 - August 2, 1997) was an American novelist, essayist, social critic and spoken word performer.",ZuCo1,task3,NATIONALITY,"William Seward Burroughs (February 5, 1914 - August 2, 1997) was an American novelist, essayist, social critic and spoken word performer.",neutral,907,burroughs,novelist,essayist,Biographies and Factual Knowledge
952,"Johann Joachim Quantz (January 30, 1697 - July 12, 1773) was a German flutist, flute maker and composer.",ZuCo1,task3,NATIONALITY,"Johann Joachim Quantz (January 30, 1697 - July 12, 1773) was a German flutist, flute maker and composer.",neutral,908,quantz,flutist,composer,Biographies and Factual Knowledge
953,"In so doing, he earned his way into the executive program at the bank.",ZuCo1,task3,CONTROL,"In so doing, he earned his way into the executive program at the bank.",neutral,909,executive,bank,earned,Biographies and Factual Knowledge
954,"Kim Basinger (born December 8, 1953 in Athens, Georgia) is an American film actress of Irish, Swedish and 1/8th Cherokee descent.",ZuCo1,task3,NATIONALITY,"Kim Basinger (born December 8, 1953 in Athens, Georgia) is an American film actress of Irish, Swedish and 1/8th Cherokee descent.",neutral,910,basinger,kim,actress,Biographies and Factual Knowledge
955,"Drew Blythe Barrymore (born February 22, 1975 in Culver City, California) is an American film and television actress and producer.",ZuCo1,task3,NATIONALITY,"Drew Blythe Barrymore (born February 22, 1975 in Culver City, California) is an American film and television actress and producer.",neutral,911,barrymore,actress,drew,Biographies and Factual Knowledge
956,"Johannes (Hans) Wilhelm Geiger (September 30, 1882 - September 24, 1945) was a German physicist.",ZuCo1,task3,NATIONALITY,"Johannes (Hans) Wilhelm Geiger (September 30, 1882 - September 24, 1945) was a German physicist.",neutral,912,geiger,wilhelm,physicist,Biographies and Factual Knowledge
957,He spent his time there teaching English.,ZuCo1,task3,CONTROL,He spent his time there teaching English.,neutral,913,english,teaching,time,Biographies and Factual Knowledge
958,"Irwin Allen Ginsberg (IPA: /?g?nz?b?g/) (June 3, 1926 - April 5, 1997) was an American Beat poet born in Paterson, New Jersey.",ZuCo1,task3,NATIONALITY,"Irwin Allen Ginsberg (June 3, 1926 - April 5, 1997) was an American Beat poet born in Paterson, New Jersey.",neutral,914,ginsberg,poet,paterson,Biographies and Factual Knowledge
959,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.",ZuCo1,task3,NATIONALITY,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.",neutral,695,windaus,adolf,chemist,Biographies and Factual Knowledge
960,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.",ZuCo1,task3,NATIONALITY,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.",positive,461,einstein,albert,physicist,Biographies and Factual Knowledge
961,"The same year, he renounced his Wuerttemberg citizenship and became stateless.",ZuCo1,task3,NATIONALITY,"The same year, he renounced his Württemberg citizenship and became stateless.",neutral,471,stateless,wuerttemberg,renounced,Biographies and Factual Knowledge
962,"When she became pregnant, Barrymore proposed marriage.",ZuCo1,task3,CONTROL,"When she became pregnant, Barrymore proposed marriage.",neutral,915,barrymore,marriage,pregnant,Biographies and Factual Knowledge
963,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",ZuCo1,task3,NATIONALITY,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",neutral,522,reverend,luther,king,Biographies and Factual Knowledge
964,"Elvis Aron Presley (January 8, 1935 - August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",ZuCo1,task3,NATIONALITY,"Elvis Aron Presley (January 8, 1935 - August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",neutral,540,elvis,presley,king,Biographies and Factual Knowledge
965,"David Manners (April 30, 1901 - December 23, 1998) was a Canadian film actor.",ZuCo1,task3,NATIONALITY,"David Manners (April 30, 1901 - December 23, 1998) was a Canadian film actor.",neutral,635,david,manners,actor,Biographies and Factual Knowledge
966,"Francis Ford Coppola (born April 7, 1939 in Detroit, Michigan) is an Italian American film director, screenwriter, vintner, magazine publisher, and hotelier, most renowned for directing the highly regarded Godfather trilogy.",ZuCo1,task3,NATIONALITY,"Francis Ford Coppola (born April 7, 1939 in Detroit, Michigan) is an Italian American film director, screenwriter, vintner, magazine publisher, and hotelier, most renowned for directing the highly regarded Godfather trilogy.",neutral,916,coppola,godfather,director,Biographies and Factual Knowledge
967,"Stephen Baldwin (born May 12, 1966) is an American actor.",ZuCo1,task3,NATIONALITY,"Stephen Baldwin (born May 12, 1966) is an American actor.",neutral,917,baldwin,stephen,actor,Biographies and Factual Knowledge
968,He was wearing shoes without socks and died from a toe infection.,ZuCo1,task3,CONTROL,He was wearing shoes without socks and died from a toe infection.,negative,918,died,toe,shoes,Biographies and Factual Knowledge
969,"Helen Traubel (June 16, 1899 - July 28, 1972), was an American operatic soprano, best known for her Wagnerian roles, especially that of Brunnhilde.",ZuCo1,task3,NATIONALITY,"Helen Traubel (June 16, 1899 - July 28, 1972), was an American operatic soprano, best known for her Wagnerian roles, especially that of Brunnhilde.",neutral,919,traubel,brunnhilde,wagnerian,Biographies and Factual Knowledge
970,"Jonathan Aitken (born August 30, 1942) is a former Conservative minister, and convicted perjurer.",ZuCo1,task3,POLITICAL_AFFILIATION,"Jonathan Aitken (born August 30, 1942) is a former Conservative minister, and convicted perjurer.",neutral,920,aitken,jonathan,perjurer,Biographies and Factual Knowledge
971,"In 1960, Dole was elected as a Republican to the United States House of Representatives for the 87th Congress and to three succeeding Congresses, spanning from January 3, 1961 to January 3, 1969.",ZuCo1,task3,POLITICAL_AFFILIATION,"In 1960, Dole was elected as a Republican to the United States House of Representatives for the 87th Congress and to three succeeding Congresses, spanning from January 3, 1961 to January 3, 1969.",neutral,921,dole,republican,1960,Biographies and Factual Knowledge
972,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",ZuCo1,task3,POLITICAL_AFFILIATION,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",neutral,858,maxton,alston,parliament,Biographies and Factual Knowledge
973,Reagan's presidency is regarded as a turning point for the United States Republican Party and the American conservative movement.,ZuCo1,task3,POLITICAL_AFFILIATION,Reagan's presidency is regarded as a turning point for the United States Republican Party and the American conservative movement.,positive,922,reagan,conservative,presidency,Biographies and Factual Knowledge
974,"Richard Bruce Cheney (born January 30, 1941), widely known as Dick Cheney, is an American politician and businessman affiliated with the U.S. Republican Party.",ZuCo1,task3,POLITICAL_AFFILIATION,"Richard Bruce Cheney (born January 30, 1941), widely known as Dick Cheney, is an American politician and businessman affiliated with the U.S. Republican Party.",neutral,923,cheney,richard,republican,Biographies and Factual Knowledge
975,"As he once joked, he was the youngest ex-governor in the nation's history.",ZuCo1,task3,CONTROL,"As he once joked, he was the youngest ex-governor in the nation's history.",neutral,924,governor,youngest,ex,Biographies and Factual Knowledge
976,"Frank Charles Carlucci III (born October 18, 1930) was a government official in the United States, associated with the Republican Party.",ZuCo1,task3,POLITICAL_AFFILIATION,"Frank Charles Carlucci III (born October 18, 1930) was a government official in the United States, associated with the Republican Party.",neutral,925,carlucci,frank,republican,Biographies and Factual Knowledge
